скорость ПП колеса,скорость ПЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,349.6,-10.7,15:49:54.278251
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.6,-10.7,15:49:54.718124
0.0,0.0,38.0,37.5,91.41,18.12,65.0,35.0,0.0,0.0,349.2,-11.9,15:49:55.198956
0.0,0.0,38.0,37.5,91.41,18.12,65.0,35.0,0.0,0.0,349.2,-11.9,15:49:55.636724
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:56.073360
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:56.513379
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:56.948725
0.0,0.0,38.0,37.5,91.41,16.61,63.75,35.0,0.0,0.0,349.2,-12.0,15:49:57.386065
0.0,0.0,38.0,37.5,91.41,16.61,63.75,35.0,0.0,0.0,349.2,-12.0,15:49:57.821923
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:58.257436
0.0,0.0,38.0,37.5,91.41,18.12,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:58.697553
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:59.210623
0.0,0.0,38.0,37.5,91.41,18.12,65.0,35.0,0.0,0.0,349.2,-12.0,15:49:59.649799
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-11.7,15:50:00.101048
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,349.1,-11.7,15:50:00.537516
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:00.973368
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:01.412258
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-11.8,15:50:01.850534
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-11.8,15:50:02.285286
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-11.8,15:50:02.723150
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:03.149295
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:03.572371
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:04.008390
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:04.442758
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:04.879824
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:05.316420
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:05.752881
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:06.205748
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:06.643698
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:07.080172
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:07.524354
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:07.953363
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.1,-12.0,15:50:08.393054
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,349.0,-11.8,15:50:08.878017
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.0,-11.8,15:50:09.314817
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,349.0,-11.7,15:50:09.861748
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-11.7,15:50:10.297940
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-11.7,15:50:10.740859
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:11.178973
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:11.614383
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:12.051718
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:12.533996
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:12.969419
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:13.405435
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:13.843235
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:14.294547
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:14.733263
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:15.186441
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:15.620771
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:16.058293
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:16.510974
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:16.947138
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.9,-12.1,15:50:17.476284
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.4,15:50:17.960913
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.4,15:50:18.412037
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.4,15:50:18.880097
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.4,15:50:19.317844
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.4,15:50:19.755828
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.1,15:50:20.193173
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.1,15:50:20.628492
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.1,15:50:21.097863
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.1,15:50:21.536956
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:22.065156
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:22.513515
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:22.963502
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:23.413826
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:23.897967
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:24.335393
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:24.785203
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:25.220245
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:25.659192
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:26.156357
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:26.592969
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:27.030529
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:27.465106
0.0,0.0,38.0,37.5,243.75,4.92,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:27.904438
0.0,0.0,38.0,37.5,91.41,18.12,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:28.343910
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.8,-12.2,15:50:28.839346
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.8,-12.2,15:50:29.276841
0.0,0.0,38.0,37.5,91.41,18.12,66.25,35.0,0.0,0.0,348.8,-12.2,15:50:29.713990
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:30.150139
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:30.584982
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:31.022052
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:31.488582
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:31.972540
0.0,0.0,38.0,37.5,91.41,17.84,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:32.457450
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:32.909109
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:33.342142
0.0,0.0,38.0,37.5,91.41,16.61,65.0,35.0,0.0,0.0,348.7,-12.5,15:50:33.778642
0.0,0.0,38.0,37.5,91.41,18.12,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:34.214816
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:34.657864
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:35.094275
0.0,0.0,38.0,37.5,91.41,17.84,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:35.528848
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:35.968417
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:36.419425
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.7,-12.5,15:50:36.862382
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.3,15:50:37.302521
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.3,15:50:37.742812
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:38.211786
0.0,0.0,38.0,37.5,91.41,17.84,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:38.646841
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:39.083963
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:39.565155
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:40.001386
0.0,0.0,38.0,37.5,91.41,18.12,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:40.439532
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:40.873137
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:41.356003
0.0,0.0,38.0,37.5,91.41,16.61,66.25,35.0,0.0,0.0,348.6,-12.4,15:50:41.789751
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:42.224646
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:42.660599
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:43.099687
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:43.534905
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:43.970890
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:44.406268
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:44.841830
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:45.278194
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:45.715196
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:46.145124
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:46.568044
0.0,0.0,38.0,37.5,91.41,17.84,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:47.006020
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:47.439126
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:47.875972
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:48.312662
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:48.750983
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:49.190118
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:49.626542
0.0,0.0,38.0,37.5,91.41,16.61,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:50.063094
0.0,0.0,0.0,0.0,0.0,2.2,67.5,35.0,0.0,0.0,348.6,-12.8,15:50:50.497449
0.0,0.0,8.0,7.81,20.31,4.94,67.5,35.0,5.84,0.0,348.6,-12.8,15:50:50.934291
0.0,0.0,11.0,9.38,25.39,5.49,66.25,35.0,6.3,0.0,348.6,-12.8,15:50:51.370913
0.0,0.0,18.0,16.41,40.63,8.24,66.25,35.0,1.69,0.0,348.6,-12.8,15:50:51.806283
0.0,0.0,25.0,24.22,60.94,10.43,65.0,35.0,0.0,0.0,348.6,-12.8,15:50:52.239027
0.0,0.0,0.0,0.0,0.0,3.84,65.0,35.0,0.0,0.0,348.6,-12.8,15:50:52.673681
0.0,0.0,-7.05,-5.47,15.23,3.29,65.0,35.0,1.39,0.0,348.6,-12.8,15:50:53.112153
0.0,0.0,0.9,0.0,0.0,1.65,65.0,35.0,77.14,0.0,348.6,-12.8,15:50:53.610280
0.15,0.0,14.01,11.72,30.47,5.49,65.0,35.0,47.38,0.0,348.6,-12.8,15:50:54.046230
0.49,0.34,22.0,22.66,55.86,10.43,65.0,35.0,114.55,0.0,348.6,-12.8,15:50:54.487885
1.23,1.33,17.0,16.41,30.47,8.24,65.0,35.0,200.39,0.0,348.6,-12.8,15:50:54.911959
1.6,1.55,13.0,12.5,25.39,5.49,65.0,35.0,287.52,0.0,348.6,-12.8,15:50:55.347469
1.69,1.84,16.0,14.84,25.39,5.49,65.0,35.0,330.88,0.01,348.6,-12.8,15:50:55.783182
2.06,2.16,0.0,0.0,0.0,1.78,63.75,35.0,383.02,0.0,348.6,-12.8,15:50:56.220533
1.92,1.75,4.0,3.91,10.16,2.2,63.75,35.0,471.43,0.0,348.6,-12.8,15:50:56.657614
1.74,1.75,4.0,3.91,10.16,2.61,65.0,35.0,391.09,0.0,348.6,-12.8,15:50:57.123147
1.64,1.77,5.9,4.69,10.16,3.29,65.0,35.0,367.21,0.0,348.6,-12.8,15:50:57.558747
1.61,1.76,7.0,6.25,15.23,3.43,65.0,35.0,337.32,0.0,348.6,-12.8,15:50:58.009756
1.53,1.59,8.0,7.81,15.23,3.84,65.0,35.0,329.48,0.0,348.6,-12.8,15:50:58.445977
1.28,1.23,11.0,10.16,20.31,4.94,65.0,35.0,262.43,0.0,348.6,-12.8,15:50:58.882014
1.41,1.35,13.0,12.5,25.39,5.49,65.0,35.0,266.11,0.0,348.6,-12.8,15:50:59.316620
1.59,1.72,13.0,12.5,25.39,5.08,65.0,35.0,305.36,0.0,348.6,-12.8,15:50:59.753877
2.01,2.01,12.0,11.72,20.31,5.08,65.0,35.0,373.35,0.01,348.6,-12.8,15:51:00.191149
2.36,2.47,10.0,9.38,20.31,4.94,65.0,35.0,453.82,0.01,348.6,-12.8,15:51:00.674904
2.61,2.82,9.0,8.59,15.23,4.94,65.0,35.0,516.74,0.01,348.6,-12.8,15:51:01.112846
2.73,2.93,9.0,8.59,15.23,4.94,65.0,35.0,555.6,0.01,348.6,-12.8,15:51:01.546850
3.04,3.24,7.0,7.81,15.23,3.84,65.0,35.0,602.17,0.0,348.6,-12.8,15:51:01.982627
3.08,3.11,7.0,6.25,15.23,3.84,65.0,35.0,624.78,0.0,348.6,-12.8,15:51:02.418509
3.01,3.19,7.0,6.25,15.23,3.84,65.0,35.0,609.7,0.0,348.6,-12.8,15:51:02.856441
2.86,3.02,7.0,5.47,10.16,3.84,65.0,35.0,595.72,0.0,348.6,-12.8,15:51:03.290167
2.65,2.93,8.0,7.81,15.23,3.84,65.0,35.0,570.31,0.01,348.6,-12.8,15:51:03.726360
2.84,2.93,7.0,6.25,15.23,3.84,65.0,36.25,583.8,0.0,348.6,-12.8,15:51:04.210220
2.96,3.26,6.0,5.47,10.16,3.43,65.0,36.25,608.38,0.0,348.6,-12.8,15:51:04.637448
3.04,3.31,8.0,7.81,15.23,3.84,65.0,36.25,624.61,0.01,348.6,-12.8,15:51:05.075248
3.16,3.55,7.0,6.25,15.23,3.84,65.0,35.0,651.62,0.0,348.6,-12.8,15:51:05.515543
3.24,3.6,7.0,6.25,15.23,3.43,65.0,35.0,674.05,0.01,348.6,-12.8,15:51:05.949280
3.19,3.66,6.12,5.47,10.16,3.43,65.0,35.0,686.35,0.01,348.6,-12.8,15:51:06.384326
3.27,3.66,7.0,6.25,15.23,3.84,65.0,35.0,690.26,0.01,348.6,-12.8,15:51:06.822928
3.03,3.45,7.0,6.25,15.23,3.84,65.0,35.0,648.58,0.0,348.6,-12.8,15:51:07.262160
3.05,3.38,7.0,6.25,15.23,3.43,65.0,35.0,641.48,0.01,348.6,-12.8,15:51:07.688733
3.21,3.46,7.9,7.03,15.23,3.84,65.0,35.0,647.98,0.01,348.6,-12.8,15:51:08.114166
3.35,3.65,7.0,6.25,15.23,3.84,65.0,35.0,689.05,0.01,348.6,-12.8,15:51:08.642244
3.31,3.8,6.0,5.47,10.16,3.43,65.0,35.0,691.76,0.0,348.6,-12.8,15:51:09.080666
3.36,3.75,6.0,5.47,10.16,3.43,65.0,35.0,701.76,0.0,348.6,-12.8,15:51:09.516292
3.46,3.74,6.0,5.47,10.16,3.43,65.0,35.0,708.38,0.0,348.6,-12.8,15:51:09.997373
3.55,3.82,6.0,5.47,10.16,3.43,66.25,35.0,718.6,0.0,348.6,-12.8,15:51:10.433953
3.5,3.87,5.0,5.47,10.16,3.43,66.25,35.0,731.64,0.01,348.6,-12.8,15:51:10.868324
3.49,3.87,5.0,4.69,10.16,2.61,66.25,35.0,724.37,0.0,348.6,-12.8,15:51:11.367032
3.53,3.8,5.0,4.69,10.16,2.2,66.25,35.0,727.63,0.0,348.6,-12.8,15:51:11.865567
3.55,3.86,5.0,4.69,10.16,2.2,66.25,36.25,724.67,0.0,348.6,-12.8,15:51:12.302726
3.45,3.89,4.0,4.69,10.16,3.29,66.25,36.25,736.86,0.0,348.6,-12.8,15:51:12.739708
3.4,4.08,4.0,3.91,10.16,3.29,66.25,36.25,725.01,0.0,348.6,-12.8,15:51:13.193212
3.38,3.99,4.0,3.91,10.16,3.29,66.25,36.25,736.63,0.0,348.6,-12.8,15:51:13.626736
3.39,3.84,4.0,3.91,10.16,2.61,66.25,36.25,722.03,0.0,348.6,-12.8,15:51:14.061058
3.41,3.85,4.0,3.91,10.16,2.2,66.25,35.0,724.7,0.0,348.6,-12.8,15:51:14.497314
3.48,4.0,4.0,3.91,10.16,2.61,66.25,35.0,732.8,0.0,348.6,-12.8,15:51:14.935367
3.46,4.0,3.0,2.34,5.08,2.61,66.25,35.0,739.26,0.0,348.6,-12.8,15:51:15.374472
3.48,3.95,3.0,2.34,5.08,3.29,66.25,35.0,739.61,0.0,348.6,-12.8,15:51:15.824936
3.2,3.95,4.0,3.91,10.16,2.61,66.25,36.25,680.18,0.0,348.6,-12.8,15:51:16.305043
2.98,3.26,6.0,4.69,10.16,3.29,66.25,36.25,606.98,0.0,348.6,-12.8,15:51:16.739034
2.81,3.08,6.0,5.47,10.16,3.43,66.25,36.25,600.0,0.0,348.6,-12.8,15:51:17.174399
2.83,3.11,7.0,6.25,15.23,3.84,66.25,36.25,587.76,0.0,348.6,-12.8,15:51:17.672650
2.88,3.22,7.0,6.25,15.23,3.43,66.25,35.0,603.82,0.0,350.4,-4.7,15:51:18.106498
2.95,3.3,7.0,6.25,15.23,3.43,66.25,35.0,614.17,0.0,350.4,-4.7,15:51:18.541444
2.79,3.14,7.0,6.25,15.23,3.43,66.25,35.0,589.4,0.0,350.4,-4.7,15:51:19.035219
2.78,3.24,8.0,7.81,15.23,3.84,66.25,35.0,577.27,0.01,350.4,-4.7,15:51:19.474023
2.95,3.21,8.0,7.81,15.23,3.84,66.25,35.0,616.62,0.01,350.4,-4.7,15:51:19.912572
2.81,3.13,8.0,7.81,15.23,3.84,66.25,35.0,604.28,0.01,350.3,-4.9,15:51:20.347879
2.78,2.9,9.0,8.59,15.23,4.94,66.25,35.0,574.09,0.01,350.3,-4.9,15:51:20.783263
2.96,3.04,10.0,9.38,20.31,3.84,65.0,36.25,579.45,0.01,350.3,-5.5,15:51:21.218447
2.96,3.16,11.0,10.16,20.31,4.94,65.0,36.25,603.15,0.01,350.3,-5.5,15:51:21.704273
3.12,3.26,12.0,11.72,20.31,4.94,66.25,35.0,628.76,0.01,350.3,-5.5,15:51:22.140974
3.24,3.31,13.0,12.5,25.39,5.49,66.25,35.0,655.97,0.01,350.3,-5.5,15:51:22.575483
3.52,3.6,14.0,13.28,25.39,5.49,66.25,35.0,691.23,0.01,350.3,-5.5,15:51:23.013165
3.97,3.99,13.0,12.5,25.39,5.08,65.0,35.0,763.84,0.01,350.3,-5.5,15:51:23.448678
4.07,4.28,12.0,11.72,20.31,5.08,65.0,35.0,807.4,0.01,350.3,-5.5,15:51:23.884353
4.31,4.4,12.0,11.72,20.31,5.08,65.0,35.0,855.44,0.01,350.3,-5.5,15:51:24.320935
4.57,4.69,11.0,10.16,20.31,4.94,65.0,35.0,895.42,0.01,350.3,-5.5,15:51:24.756007
4.54,4.53,0.0,0.0,0.0,1.65,65.0,36.25,855.35,0.0,350.3,-5.5,15:51:25.207041
3.87,3.78,-1.0,-0.78,5.08,1.78,65.0,36.25,815.08,-0.0,350.3,-5.5,15:51:25.645149
3.26,3.22,0.0,0.0,0.0,0.14,65.0,36.25,677.99,0.0,350.3,-5.5,15:51:26.079686
2.77,2.77,3.0,2.34,5.08,2.2,67.5,36.25,626.01,0.0,350.3,-5.5,15:51:26.515553
2.46,2.46,5.0,4.69,10.16,3.29,67.5,36.25,508.91,0.0,350.3,-5.5,15:51:26.998788
2.29,2.25,6.09,5.47,10.16,3.43,67.5,36.25,454.74,0.0,350.6,-3.6,15:51:27.449719
2.29,2.24,7.09,7.81,15.23,3.84,67.5,36.25,440.51,0.0,350.6,-3.6,15:51:27.886149
2.33,2.33,8.0,7.81,15.23,4.94,67.5,36.25,453.73,0.0,350.5,-4.2,15:51:28.322554
2.32,2.31,9.0,8.59,15.23,3.84,67.5,36.25,457.19,0.0,350.5,-4.2,15:51:28.759463
2.31,2.31,9.39,8.59,15.23,4.94,66.25,36.25,460.38,0.01,350.5,-4.2,15:51:29.194192
2.33,2.32,10.0,9.38,20.31,4.94,66.25,36.25,465.66,0.01,350.5,-4.2,15:51:29.629004
2.42,2.44,15.0,14.84,25.39,5.49,66.25,36.25,486.84,0.01,350.4,-6.7,15:51:30.065520
2.77,2.78,15.0,14.84,25.39,5.49,66.25,36.25,486.84,0.01,350.4,-6.7,15:51:30.576800
3.0,3.15,13.0,12.5,25.39,5.49,66.25,36.25,595.32,0.01,350.4,-6.7,15:51:31.028559
3.38,3.42,13.0,12.5,25.39,5.49,66.25,36.25,657.2,0.01,350.4,-6.7,15:51:31.466464
3.55,3.58,12.0,11.72,20.31,5.49,66.25,36.25,706.98,0.01,350.4,-6.7,15:51:31.900659
3.76,3.82,12.0,11.72,20.31,5.08,66.25,36.25,742.62,0.01,350.4,-6.7,15:51:32.335366
3.76,4.01,12.0,11.72,20.31,5.08,66.25,36.25,782.68,0.01,350.4,-6.7,15:51:32.804091
4.24,4.24,12.0,11.72,20.31,5.49,65.0,36.25,836.6,0.01,350.4,-6.7,15:51:33.240095
4.43,4.45,11.0,10.16,20.31,4.94,65.0,36.25,885.88,0.01,350.4,-6.7,15:51:33.677355
4.6,4.67,10.0,9.38,20.31,4.94,66.25,36.25,904.77,0.01,350.4,-6.7,15:51:34.116342
4.76,4.69,10.0,9.38,20.31,4.94,66.25,36.25,922.51,0.01,350.4,-6.7,15:51:34.601208
4.79,4.78,10.0,9.38,20.31,4.94,66.25,36.25,947.94,0.01,350.4,-6.7,15:51:35.035702
4.47,4.5,-2.73,0.0,0.0,1.65,66.25,36.25,814.32,0.0,350.4,-6.7,15:51:35.472927
3.83,3.78,-1.0,-0.78,5.08,2.2,66.25,36.25,775.67,-0.0,350.4,-6.7,15:51:35.912802
3.41,3.37,0.0,0.0,0.0,0.14,67.5,36.25,684.47,0.0,350.4,-6.7,15:51:36.346669
3.01,3.02,7.0,5.47,10.16,3.29,67.5,36.25,686.63,0.01,350.4,-6.7,15:51:36.780287
2.84,2.9,9.0,8.59,15.23,4.94,68.75,36.25,607.08,0.01,350.6,-4.8,15:51:37.214101
2.87,2.92,10.0,9.38,20.31,4.94,68.75,36.25,607.08,0.01,350.6,-4.8,15:51:37.698677
2.98,3.04,11.0,10.16,20.31,4.94,67.5,36.25,601.28,0.01,350.6,-4.8,15:51:38.146384
2.98,3.32,11.0,10.16,20.31,3.84,67.5,36.25,640.84,0.01,350.6,-4.8,15:51:38.632143
3.5,3.48,11.0,10.16,20.31,4.94,67.5,36.25,683.48,0.01,350.6,-4.8,15:51:39.069528
3.57,3.65,11.0,10.16,20.31,4.94,67.5,36.25,711.96,0.01,350.6,-4.8,15:51:39.509286
3.73,3.68,11.0,10.16,20.31,4.94,67.5,36.25,729.25,0.01,350.6,-4.8,15:51:39.941832
3.86,3.83,11.0,10.16,20.31,4.94,67.5,36.25,746.15,0.01,350.6,-4.8,15:51:40.377917
